Timestamp,OD,electrical conductivity,fluorescence,Hum%RH,Dirt1,AD Value1,Dirt2,AD Value2
2025-06-24T09:29:29.948,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:30.250,405.142,218.926,44,0.107,243,4095,2,225,
2025-06-24T09:29:30.602,405.142,218.926,44,0.107,243,4095,2,231,
2025-06-24T09:29:30.909,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:31.262,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:31.567,405.142,218.926,44,0.107,243,4095,2,225,
2025-06-24T09:29:31.918,405.142,218.926,44,0.107,243,4095,2,229,
2025-06-24T09:29:32.226,405.142,218.926,44,0.107,243,4095,2,228,
2025-06-24T09:29:32.580,405.142,218.926,44,0.107,243,4095,2,232,
2025-06-24T09:29:32.882,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:33.232,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:33.538,405.142,218.926,44,0.107,243,4095,2,230,
2025-06-24T09:29:33.893,405.142,218.926,44,0.107,243,4095,2,230,
2025-06-24T09:29:34.194,405.142,218.926,44,0.107,243,4095,2,230,
2025-06-24T09:29:34.547,405.142,218.926,44,0.107,243,4095,2,231,
2025-06-24T09:29:34.849,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:35.157,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:35.475,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:35.833,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:36.130,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:36.481,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:36.785,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:37.088,405.142,218.926,44,0.107,243,4095,2,228,
2025-06-24T09:29:37.393,405.142,218.926,44,0.107,205,4095,2,229,
2025-06-24T09:29:37.752,405.142,218.926,44,0.107,243,4095,2,230,
2025-06-24T09:29:38.050,405.142,218.926,44,0.107,243,4095,2,229,
2025-06-24T09:29:38.419,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:38.721,405.142,218.926,44,0.107,243,4095,2,228,
2025-06-24T09:29:39.026,405.142,218.926,44,0.107,243,4095,2,229,
2025-06-24T09:29:39.329,405.142,218.926,44,0.107,205,4095,2,227,
2025-06-24T09:29:39.699,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:40.002,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:40.351,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:40.657,405.142,218.926,44,0.107,243,4095,2,228,
2025-06-24T09:29:41.011,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:41.310,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:41.688,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:41.997,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:29:42.375,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:29:42.680,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:42.989,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:43.279,405.142,218.926,44,0.107,228,4095,2,222,
2025-06-24T09:29:43.621,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:43.928,405.142,218.926,44,0.107,243,4095,2,229,
2025-06-24T09:29:44.245,405.142,218.926,44,0.107,243,4095,2,231,
2025-06-24T09:29:44.550,405.142,218.926,44,0.107,236,4095,2,227,
2025-06-24T09:29:44.913,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:45.221,405.142,218.926,44,0.107,243,4095,2,229,
2025-06-24T09:29:45.569,405.142,218.926,44,0.107,243,4095,2,225,
2025-06-24T09:29:45.877,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:46.261,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:46.566,405.142,218.926,44,0.107,243,4095,2,229,
2025-06-24T09:29:46.919,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:47.224,405.142,218.926,44,0.107,243,4095,2,228,
2025-06-24T09:29:47.573,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:47.880,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:48.228,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:48.536,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:48.855,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:49.160,405.142,218.926,44,0.107,205,4095,2,225,
2025-06-24T09:29:49.504,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:49.801,405.142,218.926,44,0.107,243,4095,2,228,
2025-06-24T09:29:50.147,405.142,218.926,44,0.107,243,4095,2,220,
2025-06-24T09:29:50.456,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:50.775,405.142,218.926,44,0.107,243,4095,2,225,
2025-06-24T09:29:51.078,405.142,218.926,44,0.107,205,4095,2,222,
2025-06-24T09:29:51.431,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:51.734,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:52.085,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:52.388,405.142,218.926,44,0.107,243,4095,2,227,
2025-06-24T09:29:52.738,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:53.043,405.142,218.926,44,0.107,243,4095,2,225,
2025-06-24T09:29:53.395,405.142,218.926,44,0.107,243,4095,2,223,
2025-06-24T09:29:53.699,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:54.027,405.142,218.926,44,0.107,243,4095,2,223,
2025-06-24T09:29:54.337,405.142,218.926,44,0.107,236,4095,2,220,
2025-06-24T09:29:54.688,405.142,218.926,44,0.107,243,4095,2,223,
2025-06-24T09:29:54.992,405.142,218.926,44,0.107,243,4095,2,220,
2025-06-24T09:29:55.346,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:29:55.648,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:29:55.971,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:29:56.272,405.142,218.926,44,0.107,205,4095,2,223,
2025-06-24T09:29:56.603,405.142,218.926,44,0.107,243,4095,2,222,
2025-06-24T09:29:56.910,405.142,218.926,44,0.107,241,4095,2,223,
2025-06-24T09:29:57.263,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:29:57.566,405.142,218.926,44,0.107,243,4095,2,226,
2025-06-24T09:29:57.924,405.142,218.926,44,0.107,243,4095,2,223,
2025-06-24T09:29:58.222,405.142,218.926,44,0.107,243,4095,2,223,
2025-06-24T09:29:58.570,405.142,218.926,44,0.107,243,4095,2,216,
2025-06-24T09:29:58.871,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:29:59.208,405.142,218.926,44,0.107,243,4095,2,219,
2025-06-24T09:29:59.504,405.142,218.926,44,0.107,243,4095,2,219,
2025-06-24T09:29:59.832,405.142,218.926,44,0.107,243,4095,2,222,
2025-06-24T09:30:00.138,405.142,218.926,44,0.107,243,4095,2,219,
2025-06-24T09:30:00.456,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:30:00.760,405.142,218.926,44,0.107,243,4095,2,220,
2025-06-24T09:30:01.127,405.142,218.926,44,0.107,243,4095,2,222,
2025-06-24T09:30:01.431,405.142,218.926,44,0.107,243,4095,2,224,
2025-06-24T09:30:01.767,405.142,218.926,44,0.107,243,4095,2,222,
2025-06-24T09:30:02.068,405.142,218.926,44,0.107,243,4095,2,218,
2025-06-24T09:30:02.437,405.142,218.926,44,0.107,243,4095,2,218,
2025-06-24T09:30:02.739,405.142,218.926,44,0.107,243,4095,2,223,
2025-06-24T09:30:03.059,405.142,218.926,44,0.107,243,4095,2,220,
2025-06-24T09:30:03.364,405.142,218.926,44,0.107,239,4095,2,222,
2025-06-24T09:30:03.731,405.142,218.926,44,0.107,243,4095,2,223,
2025-06-24T09:30:04.033,405.142,218.926,44,0.107,243,4095,2,216,
2025-06-24T09:30:04.382,405.142,218.926,44,0.107,243,4095,2,221,
2025-06-24T09:30:04.691,405.142,218.926,44,0.107,243,4095,2,218,
2025-06-24T09:30:05.021,405.142,218.926,44,0.107,243,4095,1,217,
2025-06-24T09:30:05.315,405.142,218.926,44,0.107,237,4095,1,221,
2025-06-24T09:30:05.636,405.142,218.926,44,0.107,243,4095,1,220,
2025-06-24T09:30:05.942,405.142,218.926,44,0.107,242,4095,1,220,
2025-06-24T09:30:06.277,405.142,218.926,44,0.107,243,4095,1,216,
2025-06-24T09:30:06.583,405.142,218.926,44,0.107,243,4095,1,212,
2025-06-24T09:30:06.935,405.142,218.926,44,0.107,243,4095,1,217,
2025-06-24T09:30:07.238,405.142,218.926,44,0.107,243,4095,1,220,
2025-06-24T09:30:07.591,405.142,218.926,44,0.107,243,4095,1,218,
2025-06-24T09:30:07.894,405.142,218.926,44,0.107,243,4095,1,213,
2025-06-24T09:30:08.243,405.142,218.926,44,0.107,243,4095,1,218,
2025-06-24T09:30:08.549,405.142,218.926,44,0.107,243,4095,1,217,
2025-06-24T09:30:08.905,405.142,218.926,44,0.107,243,4095,1,216,
2025-06-24T09:30:09.205,405.142,218.926,44,0.107,243,4095,1,215,
2025-06-24T09:30:09.576,405.142,218.926,44,0.107,243,4095,1,215,
2025-06-24T09:30:09.877,405.142,218.926,44,0.107,243,4095,1,220,
2025-06-24T09:30:10.195,405.142,218.926,44,0.107,243,4095,1,218,
2025-06-24T09:30:10.500,405.142,218.926,44,0.107,205,4095,1,219,
2025-06-24T09:30:10.856,405.142,218.926,44,0.107,243,4095,1,214,
2025-06-24T09:30:11.156,405.142,218.926,44,0.107,243,4095,1,213,
2025-06-24T09:30:11.510,405.142,218.926,44,0.107,243,4095,1,221,
2025-06-24T09:30:11.810,405.142,218.926,44,0.107,243,4095,1,221,
2025-06-24T09:30:12.130,405.142,218.926,44,0.107,243,4095,1,216,
2025-06-24T09:30:12.436,405.142,218.926,44,0.107,205,4095,1,217,
2025-06-24T09:30:12.789,405.142,218.926,44,0.107,243,4095,1,218,
2025-06-24T09:30:13.092,405.142,218.926,44,0.107,243,4095,1,221,
2025-06-24T09:30:13.443,405.142,218.926,44,0.107,243,4095,1,216,
2025-06-24T09:30:13.747,405.142,218.926,44,0.107,243,4095,1,215,
2025-06-24T09:30:14.051,405.142,218.926,44,0.107,243,4095,1,214,
2025-06-24T09:30:14.370,405.142,218.926,44,0.107,205,4095,1,218,
2025-06-24T09:30:14.683,405.142,218.926,44,0.107,243,4095,1,217,
2025-06-24T09:30:14.988,405.142,218.926,44,0.107,243,4095,1,216,
2025-06-24T09:30:15.305,405.142,218.926,44,0.107,243,4095,1,214,
2025-06-24T09:30:15.605,405.142,218.926,44,0.107,243,4095,1,212,
2025-06-24T09:30:15.932,405.142,218.926,44,0.107,243,4095,1,212,
2025-06-24T09:30:16.239,405.142,218.926,44,0.107,235,4095,1,217,
2025-06-24T09:30:16.590,405.142,218.926,44,0.107,243,4095,1,215,
2025-06-24T09:30:16.894,405.142,218.926,44,0.107,243,4095,1,217,
2025-06-24T09:30:17.245,405.142,218.926,44,0.107,243,4095,1,217,
2025-06-24T09:30:17.549,405.142,218.926,44,0.107,243,4095,1,215,
2025-06-24T09:30:17.900,405.142,218.926,44,0.107,243,4095,1,215,
2025-06-24T09:30:18.205,405.142,218.926,46,0.112,243,4095,1,214,
2025-06-24T09:30:18.557,405.142,218.926,46,0.112,243,4095,1,215,
2025-06-24T09:30:18.862,405.142,218.926,46,0.112,243,4095,1,217,
2025-06-24T09:30:19.217,405.142,218.926,44,0.107,243,4095,1,213,
2025-06-24T09:30:19.518,405.142,218.926,44,0.107,243,4095,1,216,
2025-06-24T09:30:19.836,405.142,218.926,44,0.107,243,4095,1,214,
2025-06-24T09:30:20.141,405.142,218.926,44,0.107,205,4095,1,217,
2025-06-24T09:30:20.461,405.142,218.926,44,0.107,243,4095,1,212,
2025-06-24T09:30:20.766,405.142,218.926,44,0.107,205,4095,1,215,
2025-06-24T09:30:21.120,405.142,218.926,44,0.107,243,4095,1,213,
2025-06-24T09:30:21.420,405.142,218.926,44,0.107,243,4095,1,217,
2025-06-24T09:30:21.734,405.142,218.926,44,0.107,243,4095,1,214,
2025-06-24T09:30:22.042,405.142,218.926,46,0.112,205,4095,1,218,
2025-06-24T09:30:22.388,405.142,218.926,46,0.112,243,4095,1,212,
2025-06-24T09:30:22.699,405.142,218.926,46,0.112,243,4095,1,217,
2025-06-24T09:30:23.045,405.142,218.926,46,0.112,243,4095,1,217,
2025-06-24T09:30:23.356,405.142,218.926,46,0.112,243,4095,1,217,
2025-06-24T09:30:23.707,405.142,218.926,46,0.112,243,4095,1,219,
2025-06-24T09:30:24.011,405.142,218.926,44,0.107,243,4095,1,218,
2025-06-24T09:30:24.361,405.142,218.926,44,0.107,243,4095,1,219,
2025-06-24T09:30:24.666,405.142,218.926,44,0.107,243,4095,1,218,
2025-06-24T09:30:25.022,405.142,218.926,46,0.112,243,4095,1,218,
2025-06-24T09:30:25.325,405.142,218.926,46,0.112,243,4095,1,217,
2025-06-24T09:30:25.660,405.142,218.926,46,0.112,243,4095,1,217,
2025-06-24T09:30:25.978,405.142,218.926,46,0.112,243,4095,1,221,
2025-06-24T09:30:26.298,405.142,218.926,46,0.112,243,4095,1,219,
2025-06-24T09:30:26.603,405.142,218.926,46,0.112,205,4095,1,219,
2025-06-24T09:30:26.906,405.142,218.926,44,0.107,243,4095,1,223,
2025-06-24T09:30:27.227,405.142,218.926,44,0.107,205,4095,1,220,
2025-06-24T09:30:27.580,405.142,218.926,44,0.107,243,4095,1,219,
2025-06-24T09:30:27.883,405.142,218.926,46,0.112,243,4095,2,219,
2025-06-24T09:30:28.202,405.142,218.926,46,0.112,243,4095,2,218,
2025-06-24T09:30:28.507,405.142,218.926,46,0.112,205,4095,2,223,
2025-06-24T09:30:28.858,405.142,218.926,46,0.112,243,4095,2,223,
2025-06-24T09:30:29.163,405.142,218.926,46,0.112,243,4095,2,220,
2025-06-24T09:30:29.505,405.142,218.926,46,0.112,243,4095,2,223,
2025-06-24T09:30:29.804,405.142,218.926,46,0.112,243,4095,2,219,
2025-06-24T09:30:30.160,405.142,218.926,46,0.112,243,4095,2,220,
2025-06-24T09:30:30.456,405.142,218.926,46,0.112,243,4095,2,227,
2025-06-24T09:30:30.783,405.142,218.926,46,0.112,243,4095,2,228,
2025-06-24T09:30:31.089,405.142,218.926,46,0.112,242,4095,2,225,
2025-06-24T09:30:31.402,405.142,218.926,46,0.112,243,4095,2,228,
2025-06-24T09:30:31.706,405.142,218.926,46,0.112,243,4095,2,227,
2025-06-24T09:30:32.040,405.142,218.926,46,0.112,243,4095,2,223,
2025-06-24T09:30:32.341,405.142,218.926,46,0.112,243,4095,2,226,
2025-06-24T09:30:32.694,405.142,218.926,46,0.112,243,4095,2,224,
2025-06-24T09:30:32.995,405.142,218.926,46,0.112,243,4095,2,228,
2025-06-24T09:30:33.346,405.142,218.926,46,0.112,243,4095,2,226,
2025-06-24T09:30:33.651,405.142,218.926,46,0.112,243,4095,2,232,
2025-06-24T09:30:33.970,405.142,218.926,46,0.112,243,4095,2,228,
2025-06-24T09:30:34.275,405.142,218.926,46,0.112,205,4095,2,231,
2025-06-24T09:30:34.631,405.142,218.926,46,0.112,243,4095,2,228,
2025-06-24T09:30:34.928,405.142,218.926,46,0.112,243,4095,2,234,
2025-06-24T09:30:35.248,405.142,218.926,46,0.112,243,4095,2,237,
2025-06-24T09:30:35.569,405.142,218.926,46,0.112,243,4095,2,233,
2025-06-24T09:30:35.904,405.142,218.926,46,0.112,243,4095,2,234,
2025-06-24T09:30:36.210,405.142,218.926,46,0.112,243,4095,2,231,
2025-06-24T09:30:36.575,405.142,218.926,46,0.112,243,4095,2,232,
2025-06-24T09:30:36.881,405.142,218.926,46,0.112,243,4095,2,235,
2025-06-24T09:30:37.235,405.142,218.926,46,0.112,243,4095,3,239,
2025-06-24T09:30:37.536,405.142,218.926,46,0.112,243,4095,3,237,
2025-06-24T09:30:37.892,405.142,218.926,46,0.112,243,4095,3,237,
2025-06-24T09:30:38.193,405.142,218.926,46,0.112,243,4095,3,238,
2025-06-24T09:30:38.513,405.142,218.926,46,0.112,243,4095,3,236,
2025-06-24T09:30:38.817,405.142,218.926,46,0.112,205,4095,3,238,
2025-06-24T09:30:39.118,405.142,218.926,46,0.112,243,4095,3,239,
2025-06-24T09:30:39.440,405.142,218.926,46,0.112,205,4095,3,239,
2025-06-24T09:30:39.796,405.142,218.926,46,0.112,243,4095,3,239,
2025-06-24T09:30:40.097,405.142,218.926,46,0.112,243,4095,3,241,
2025-06-24T09:30:40.454,405.142,218.926,46,0.112,243,4095,3,237,
2025-06-24T09:30:40.753,405.142,218.926,46,0.112,243,4095,3,239,
2025-06-24T09:30:41.072,405.142,218.926,46,0.112,243,4095,3,243,
2025-06-24T09:30:41.377,405.142,218.926,46,0.112,205,4095,3,237,
2025-06-24T09:30:41.730,405.142,218.926,46,0.112,243,4095,3,240,
2025-06-24T09:30:42.033,405.142,218.926,46,0.112,243,4095,3,241,
2025-06-24T09:30:42.386,405.142,218.926,46,0.112,243,4095,3,240,
2025-06-24T09:30:42.689,405.142,218.926,46,0.112,243,4095,3,243,
2025-06-24T09:30:43.057,405.142,218.926,46,0.112,243,4095,3,241,
2025-06-24T09:30:43.361,405.142,218.926,46,0.112,243,4095,3,245,
2025-06-24T09:30:43.666,405.142,218.926,46,0.112,243,4095,3,242,
2025-06-24T09:30:43.988,405.142,218.926,46,0.112,205,4095,3,247,
2025-06-24T09:30:44.340,405.142,218.926,46,0.112,243,4095,3,241,
2025-06-24T09:30:44.646,405.142,218.926,46,0.112,243,4095,3,242,
2025-06-24T09:30:44.991,405.142,218.926,46,0.112,243,4095,3,249,
2025-06-24T09:30:45.302,405.142,218.926,46,0.112,243,4095,3,248,
2025-06-24T09:30:45.648,405.142,218.926,46,0.112,243,4095,3,246,
2025-06-24T09:30:45.957,405.142,218.926,46,0.112,243,4095,3,246,
2025-06-24T09:30:46.312,405.142,218.926,46,0.112,243,4095,3,250,
2025-06-24T09:30:46.606,405.142,218.926,46,0.112,243,4095,3,249,
2025-06-24T09:30:46.938,405.142,218.926,46,0.112,243,4095,3,248,
2025-06-24T09:30:47.239,405.142,218.926,46,0.112,243,4095,3,246,
2025-06-24T09:30:47.556,405.142,218.926,46,0.112,243,4095,3,249,
2025-06-24T09:30:47.873,405.142,218.926,46,0.112,243,4095,3,245,
2025-06-24T09:30:48.186,405.142,218.926,46,0.112,243,4095,3,250,
2025-06-24T09:30:48.496,405.142,218.926,46,0.112,243,4095,3,250,
2025-06-24T09:30:48.846,405.142,218.926,46,0.112,243,4095,3,251,
2025-06-24T09:30:49.150,405.142,218.926,46,0.112,243,4095,3,252,
2025-06-24T09:30:49.482,405.142,218.926,46,0.112,243,4095,3,250,
2025-06-24T09:30:49.791,405.142,218.926,46,0.112,243,4095,4,253,
2025-06-24T09:30:50.143,405.142,218.926,46,0.112,243,4095,4,249,
2025-06-24T09:30:50.448,405.142,218.926,46,0.112,243,4095,4,252,
2025-06-24T09:30:50.788,405.142,218.926,46,0.112,243,4095,4,254,
2025-06-24T09:30:51.088,405.142,218.926,46,0.112,243,4095,4,256,
2025-06-24T09:30:51.454,405.142,218.926,46,0.112,243,4095,4,256,
2025-06-24T09:30:51.758,405.142,218.926,46,0.112,243,4095,4,252,
2025-06-24T09:30:52.123,405.142,218.926,46,0.112,243,4095,4,255,
2025-06-24T09:30:52.429,405.142,218.926,46,0.112,243,4095,4,256,
2025-06-24T09:30:52.742,405.142,218.926,46,0.112,243,4095,4,255,
2025-06-24T09:30:53.038,405.142,218.926,46,0.112,205,4095,4,256,
2025-06-24T09:30:53.410,405.142,218.926,46,0.112,243,4095,4,251,
2025-06-24T09:30:53.709,405.142,218.926,46,0.112,243,4095,4,250,
2025-06-24T09:30:54.038,405.142,218.926,46,0.112,243,4095,4,252,
2025-06-24T09:30:54.350,405.142,218.926,46,0.112,243,4095,4,259,
2025-06-24T09:30:54.702,405.142,218.926,46,0.112,243,4095,4,258,
2025-06-24T09:30:55.006,405.142,218.926,46,0.112,243,4095,4,258,
2025-06-24T09:30:55.358,405.142,218.926,46,0.112,243,4095,4,260,
2025-06-24T09:30:55.660,405.142,218.926,46,0.112,243,4095,4,264,
2025-06-24T09:30:56.013,405.142,218.926,46,0.112,243,4095,4,260,
2025-06-24T09:30:56.315,405.142,218.926,46,0.112,243,4095,4,256,
2025-06-24T09:30:56.650,405.142,218.926,46,0.112,243,4095,4,259,
2025-06-24T09:30:56.955,405.142,218.926,46,0.112,243,4095,4,262,
2025-06-24T09:30:57.325,405.142,218.926,46,0.112,243,4095,4,264,
2025-06-24T09:30:57.626,405.142,218.926,46,0.112,243,4095,4,265,
2025-06-24T09:30:57.977,405.142,218.926,46,0.112,243,4095,4,263,
2025-06-24T09:30:58.280,405.142,218.926,46,0.112,243,4095,4,260,
2025-06-24T09:30:58.633,405.142,218.926,46,0.112,243,4095,4,261,
2025-06-24T09:30:58.936,405.142,218.926,46,0.112,243,4095,4,267,
2025-06-24T09:30:59.257,405.142,218.926,46,0.112,243,4095,4,264,
2025-06-24T09:30:59.561,405.142,218.926,46,0.112,205,4095,4,269,
2025-06-24T09:30:59.897,405.142,218.926,46,0.112,243,4095,4,263,
2025-06-24T09:31:00.199,405.142,218.926,44,0.107,243,4095,5,266,
2025-06-24T09:31:00.543,405.142,218.926,44,0.107,243,4095,5,268,
2025-06-24T09:31:00.840,405.142,218.926,44,0.107,243,4095,5,267,
2025-06-24T09:31:01.174,405.142,218.926,46,0.112,243,4095,5,269,
2025-06-24T09:31:01.477,405.142,218.926,46,0.112,243,4095,5,273,
2025-06-24T09:31:01.846,405.142,218.926,46,0.112,243,4095,5,269,
2025-06-24T09:31:02.148,405.142,218.926,46,0.112,243,4095,5,268,
2025-06-24T09:31:02.466,405.142,218.926,46,0.112,243,4095,5,270,
2025-06-24T09:31:02.783,405.142,218.926,46,0.112,242,4095,5,268,
2025-06-24T09:31:03.093,405.142,218.926,46,0.112,243,4095,5,269,
2025-06-24T09:31:03.400,405.142,218.926,46,0.112,205,4095,4,267,
2025-06-24T09:31:03.718,405.142,218.926,46,0.112,243,4095,4,268,
2025-06-24T09:31:04.016,405.142,218.926,46,0.112,243,4095,4,269,
2025-06-24T09:31:04.367,405.142,218.926,46,0.112,243,4095,4,264,
2025-06-24T09:31:04.687,405.142,218.926,46,0.112,243,4095,4,267,
2025-06-24T09:31:05.006,405.142,218.926,46,0.112,243,4095,4,264,
2025-06-24T09:31:05.311,405.142,218.926,46,0.112,205,4095,4,260,
2025-06-24T09:31:05.651,405.142,218.926,46,0.112,243,4095,4,262,
2025-06-24T09:31:05.949,405.142,218.926,46,0.112,243,4095,4,257,
2025-06-24T09:31:06.286,405.142,218.926,46,0.112,243,4095,4,260,
2025-06-24T09:31:06.591,405.142,218.926,46,0.112,243,4095,4,263,
2025-06-24T09:31:06.942,405.142,218.926,44,0.107,243,4095,4,261,
2025-06-24T09:31:07.248,405.142,218.926,44,0.107,243,4095,4,260,
2025-06-24T09:31:07.584,405.142,218.926,44,0.107,243,4095,4,265,
2025-06-24T09:31:07.888,405.142,218.926,44,0.107,243,4095,4,261,
2025-06-24T09:31:08.235,405.142,218.926,44,0.107,243,4095,4,265,
2025-06-24T09:31:08.545,405.142,218.926,44,0.107,243,4095,4,263,
2025-06-24T09:31:08.865,405.142,218.926,44,0.107,243,4095,4,254,
2025-06-24T09:31:09.170,405.142,218.926,46,0.112,215,4095,3,243,
2025-06-24T09:31:09.521,405.142,218.926,46,0.112,243,4095,1,209,
2025-06-24T09:31:09.826,405.142,218.926,46,0.112,243,4095,0,197,
2025-06-24T09:31:10.161,405.142,218.926,44,0.107,243,4095,0,184,
2025-06-24T09:31:10.465,405.142,218.926,44,0.107,243,4095,0,186,
2025-06-24T09:31:10.769,405.142,218.926,44,0.107,243,4095,0,181,
2025-06-24T09:31:11.090,405.142,218.926,46,0.112,205,4095,0,176,
2025-06-24T09:31:11.409,405.142,218.926,46,0.112,243,4095,0,180,
2025-06-24T09:31:11.714,405.142,218.926,46,0.112,205,4095,0,179,
2025-06-24T09:31:12.033,405.142,218.926,44,0.107,243,4095,0,178,
2025-06-24T09:31:12.338,405.142,218.926,44,0.107,205,4095,0,177,
2025-06-24T09:31:12.691,405.142,218.926,44,0.107,243,4095,0,175,
2025-06-24T09:31:12.994,405.142,218.926,46,0.112,243,4095,0,176,
2025-06-24T09:31:13.361,405.142,218.926,46,0.112,243,4095,0,179,
2025-06-24T09:31:13.665,405.142,218.926,46,0.112,243,4095,0,178,
2025-06-24T09:31:14.002,405.142,218.926,44,0.107,243,4095,0,175,
2025-06-24T09:31:14.306,405.142,218.926,44,0.107,243,4095,0,176,
2025-06-24T09:31:14.675,405.142,218.926,44,0.107,243,4095,0,178,
2025-06-24T09:31:14.980,405.142,218.926,44,0.107,243,4095,0,172,
2025-06-24T09:31:15.333,405.142,218.926,44,0.107,243,4095,0,178,
2025-06-24T09:31:15.638,405.142,218.926,44,0.107,243,4095,0,177,
2025-06-24T09:31:15.983,405.142,218.926,44,0.107,243,4095,0,173,
2025-06-24T09:31:16.293,405.142,218.926,44,0.107,243,4095,0,180,
2025-06-24T09:31:16.643,405.142,218.926,44,0.107,243,4095,0,176,
2025-06-24T09:31:16.948,405.142,218.926,46,0.112,243,4095,0,172,
2025-06-24T09:31:17.301,405.142,218.926,46,0.112,243,4095,0,176,
2025-06-24T09:31:17.606,405.142,218.926,46,0.112,243,4095,0,178,
2025-06-24T09:31:17.909,405.142,218.926,44,0.107,243,4095,0,175,
2025-06-24T09:31:18.230,405.142,218.926,44,0.107,205,4095,0,178,
2025-06-24T09:31:18.551,405.142,218.926,44,0.107,243,4095,0,172,
2025-06-24T09:31:18.847,405.142,218.926,44,0.107,243,4095,0,178,
2025-06-24T09:31:19.179,405.142,218.926,44,0.107,243,4095,0,179,
2025-06-24T09:31:19.480,405.142,218.926,44,0.107,243,4095,0,175,
2025-06-24T09:31:19.796,405.142,218.926,44,0.107,243,4095,0,178,
2025-06-24T09:31:20.112,405.142,218.926,44,0.107,243,4095,0,176,
2025-06-24T09:31:20.463,405.142,218.926,44,0.107,243,4095,0,174,
2025-06-24T09:31:20.767,405.142,218.926,44,0.107,243,4095,0,179,
2025-06-24T09:31:21.118,405.142,218.926,46,0.112,243,4095,0,179,
2025-06-24T09:31:21.422,405.142,218.926,46,0.112,243,4095,0,172,
2025-06-24T09:31:21.789,405.142,218.926,46,0.112,243,4095,0,176,
2025-06-24T09:31:22.092,405.142,218.926,44,0.107,243,4095,0,178,
2025-06-24T09:31:22.395,405.142,218.926,44,0.107,243,4095,0,179,
2025-06-24T09:31:22.717,405.142,218.926,44,0.107,205,4095,0,181,
2025-06-24T09:31:23.036,405.142,218.926,44,0.107,243,4095,0,179,
2025-06-24T09:31:23.342,405.142,218.926,44,0.107,218,4095,0,178,
2025-06-24T09:31:23.647,405.142,218.926,44,0.107,243,4095,0,177,
2025-06-24T09:31:23.966,405.142,218.926,46,0.112,205,4095,0,177,
2025-06-24T09:31:24.315,405.142,218.926,46,0.112,243,4095,0,177,
2025-06-24T09:31:24.616,405.142,218.926,46,0.112,243,4095,0,177,
2025-06-24T09:31:24.983,405.142,218.926,46,0.112,243,4095,0,179,
